,date,state,cases,deaths,population,Infec_mean,Infec_lb,Infec_ub
66,2020-05-17,PR,2316,127,9487492.0,2303.601102888564,2171.6450043504706,2433.7411360659416
67,2020-05-18,PR,2390,130,9507716.0,2353.1458040107445,2209.372424941224,2498.9021310607973
68,2020-05-19,PR,2519,133,9566937.0,2402.824880196232,2247.6669373215495,2557.234379707861
69,2020-05-20,PR,2656,140,9669707.0,2452.6402055796248,2283.101117242043,2624.0338068347432
70,2020-05-21,PR,2855,144,9759440.0,2502.59382132844,2313.5411234912663,2691.4949550042925
71,2020-05-22,PR,2985,149,9798393.0,2552.687992752145,2345.73852492532,2757.095079591757
0,2020-03-08,MG,1,0,238230.0,0.0,0.0,0.0
1,2020-03-09,MG,1,0,238230.0,1.4606572596636709,0.4406581277491319,2.1877220267945923
2,2020-03-10,MG,1,0,238230.0,3.8439166151412008,2.2098290394974542,5.553495508676604
3,2020-03-11,MG,1,0,238230.0,6.926586751744447,4.2995594398894665,9.913896640031188
4,2020-03-12,MG,2,0,501640.0,10.629440976890518,6.796440368448493,15.036892539612927
5,2020-03-13,MG,2,0,501640.0,14.952140322484873,9.788991293262036,21.001995655808393
6,2020-03-14,MG,4,0,1161270.0,19.923438530817307,13.595881567463474,27.787327564138735
7,2020-03-15,MG,4,0,1161270.0,25.60663123124452,17.899538681520184,35.413637788355885
8,2020-03-16,MG,6,0,3673340.0,32.089879963886965,22.771357388056394,43.783833522156925
9,2020-03-17,MG,14,0,4809028.0,39.47482066379322,28.477062583859386,52.74218196496178
10,2020-03-18,MG,19,0,4809028.0,47.87656010662123,34.90479651434913,62.539395219146606
11,2020-03-19,MG,29,0,4809028.0,57.469155628419884,42.09185324976987,74.19573690090375
12,2020-03-20,MG,38,0,5370932.0,68.38208756831473,49.547168049489756,87.14442995457568
13,2020-03-21,MG,54,0,5370932.0,80.78142120989388,58.4038552287619,101.01261137624422
14,2020-03-22,MG,54,0,5370932.0,94.8176204091382,69.40920366819486,117.24902674101784
15,2020-03-23,MG,128,0,6682200.0,110.60271389852764,82.74315137308916,136.54918709493072
16,2020-03-24,MG,130,0,6682200.0,128.17599510588144,98.28232931931495,155.12857766657768
17,2020-03-25,MG,133,0,6682200.0,147.49528592378246,117.57834121204463,175.4666546090015
18,2020-03-26,MG,153,0,7092294.0,168.39188588790375,138.63652332715515,198.1679383130956
19,2020-03-27,MG,189,0,7313184.0,190.71266808137742,161.27660489466857,220.8449754848306
20,2020-03-28,MG,205,0,7313184.0,214.2749029935257,183.2460699264642,246.19285694002465
21,2020-03-29,MG,231,0,7688888.0,238.9527523911108,208.66707246009196,270.83835699202916
22,2020-03-30,MG,261,1,7863495.0,264.6939992199455,234.88839797649933,297.37800743760755
23,2020-03-31,MG,275,2,7943491.0,291.45462182040797,261.2418347042953,322.45771616133345
24,2020-04-01,MG,314,3,8323900.0,319.2411220806005,288.38875454023633,351.2240099645829
25,2020-04-02,MG,370,4,8905327.0,348.1510382268418,316.35379479840117,380.7191364887024
26,2020-04-03,MG,397,6,9095939.0,378.28982074192146,345.4577849658965,411.91411602265254
27,2020-04-04,MG,430,6,9436905.0,409.743989445588,373.8945771789906,444.7972728021185
28,2020-04-05,MG,498,6,9655546.0,442.593333822217,403.9731672180069,478.9956055041813
29,2020-04-06,MG,525,9,10474796.0,476.9099655414225,436.3617527313912,514.3311336093461
30,2020-04-07,MG,559,11,10534241.0,512.7659068687748,470.03703427543184,552.6689523380526
31,2020-04-08,MG,614,14,10640223.0,550.2320811291055,505.3358370755414,591.825579277361
32,2020-04-09,MG,655,15,10875108.0,589.3866037293835,542.3432037347001,632.0238366505771
33,2020-04-10,MG,698,17,11096018.0,630.3068603655777,581.7165284472419,674.5547379146548
34,2020-04-11,MG,750,17,11548658.0,673.0687903907094,622.7056919122748,719.822788731002
35,2020-04-12,MG,806,20,11778028.0,717.7621590931763,664.8184328384766,766.0301927032332
36,2020-04-13,MG,815,23,11778028.0,764.4706132856783,708.5933179935745,815.4536468045729
37,2020-04-14,MG,884,27,12118535.0,813.2885492462476,753.8521232406417,866.9917653777229
